Chinese	Pinyin	English	TimesUsed
邱	qiū	hill	1
遇见了	yù jiàn le	came to pass	1
国法	guó fǎ	laws of the kingdom	1
剜出	wān chū	gouge out	1
成块	chéng kuài	into pieces	1
遍送	biàn sòng	send throughout	1
切开	qiē kāi	cut open	1
临明	lín míng	dawn	1
苍白	cāng bái	gray	1
着眼目	zhe yǎn mù	eyes	1
雷打	léi dǎ	thunder	1
无可如何	wú kě rú hé	nothing can be done	1
惟要	wéi yào	only need	1
意中说	yì zhōng shuō	meant to say	1
危急	wēi jí	danger	1
山穴	shān xué	mountain caves	1
从权	cóng quán	by authority	1
糊涂事	hú tu shì	foolish thing	1
洗波音谷	xǐ bō yīn gǔ	valley of Zeboim	1
三齿叉	sān chǐ chā	three-pronged fork	1
赶牛椎	gǎn niú zhuī	ox goad	1
秉持	bǐng chí	held	1
播薛	bō xuē	Bozez	1
西尼	xī ní	Seneh	1
攀援着	pān yuán zhe	climbing	1
亩	mǔ	mu (unit of area)	1
垄	lǒng	ridge	1
众军旅	zhòng jūn lǚ	armies	1
苦累	kǔ lèi	to burden	1
连夜	lián yè	through the night	1
垂告	chuí gào	answer	1
蘸了	zhàn le	dipped	1
一尝	yī cháng	tasted	1
若不然	ruò bù rán	if not so	1
一发	yī fà	a single hair	1
以遂	yǐ suì	Ishvi	1
提拉因	tí lā yīn	Telaim	1
次好的	cì hǎo de	the second best	1
羊叫	yáng jiào	sheep bleating	1
牛鸣	niú míng	ox lowing	1
公羊脂油	gōng yáng zhī yóu	fat of rams	1
行邪术	xíng xié shù	practice sorcery	1
拜虚神	bài xū shén	worship false gods	1
扯住	chě zhù	grab hold of	1
剖分	pōu fēn	dismember	1
城里的	chéng lǐ de	in the city	1
身材	shēn cái	stature	1
丰姿	fēng zī	graceful bearing	1
恩了	ēn le	favor	1
以弗大闵	yǐ fú dà mǐn	Ephes-dammim	1
铜甲	tóng jiǎ	bronze armor	1
甲重	jiǎ zhòng	armor weight	1
铜护	tóng hù	bronze protection	1
铜戟	tóng jǐ	bronze halberd	1
枪头	qiāng tóu	spearhead	1
名耶西	míng yē xī	named Jesse	1
一伊法	yī yī fǎ	one ephah	1
烘谷	hōng gǔ	roasted grain	1
你哥哥们	nǐ gē gē men	your brothers	1
信物	xìn wù	token	1
看牧	kān mù	watch over the flock	1
出营	chū yíng	left the camp	1
阵场	zhèn chǎng	battlefield	1
上来的	shàng lái de	coming up	1
以色列人中	yǐ sè liè rén zhōng	among the Israelites	1
年轻的	nián qīng de	young	1
作战士	zuò zhàn shì	become a warrior	1
赶去	gǎn qù	rush to	1
揪着	jiū zhe	grasp	1
我穿戴	wǒ chuān dài	I wear	1
摘脱	zhāi tuō	take off	1
五块	wǔ kuài	five pieces	1
光滑	guāng huá	smooth	1
美秀	měi xiù	handsome	1
枪矛	qiāng máo	spear	1
胜败	shèng bài	victory or defeat	1
射去	shè qù	shoot	1
额内	é nèi	into the forehead	1
鞘中	qiào zhōng	sheath	1
深相契合	shēn xiāng qì hé	deeply connected	1
扫罗王	sǎo luó wáng	King Saul	1
从天主那里来	cóng tiān zhǔ nà li lái	from the Lord	1
魔	mó	evil spirit	1
卑微人	bēi wēi rén	humble person	1
满数	mǎn shù	full count	1
振扬	zhèn yáng	spread	1
约拿单的	yuē ná dān de	Jonathan's	1
谏言	jiàn yán	advice	1
我指着	wǒ zhǐ zhe	I swear by	1
不杀	bù shā	not kill	1
凭附	píng fù	possess	1
西沽	xī gū	Secu	1
大井	dà jǐng	great well	1
一步	yī bù	one step	1
听出	tīng chū	hear out	1
如不然	rú bù rán	otherwise	1
绝恩	jué ēn	cut off kindness	1
惩报	chéng bào	punish	1
藏过	cáng guò	hid before	1
打箭	dǎ jiàn	shoot arrows	1
箭在	jiàn zài	arrows are	1
靠墙	kào qiáng	against the wall	1
偶	ǒu	by chance	1
活在	huó zài	live in	1
初二	chū èr	second day of the month	1
约会	yuē huì	appointment	1
射过	shè guò	shoot beyond	1
去后	qù hòu	after leaving	1
拜了三拜	bài le sān bài	bowed three times	1
莫忘	mò wàng	do not forget	1
往见	wǎng jiàn	went to see	1
撤下来	chè xià lái	taken down	1
撤下	chè xià	take down	1
延留	yán liú	delay	1
司牧长	sī mù zhǎng	chief shepherd	1
紧急	jǐn jí	urgent	1
布里	bù lǐ	cloth	1
胡写乱画	hú xiě luàn huà	scribble	1
垂流	chuí liú	dribble	1
疯子	fēng zi	madman	1
亚杜兰洞	yà dù lán dòng	Adullam cave	1
受窘迫的	shòu jiǒng pò de	those in distress	1
欠债的	qiàn zhài de	those in debt	1
愁苦的	chóu kǔ de	those bitter in soul	1
搬来	bān lái	move here	1
哈列	hā liè	Hareth	1
垂丝	chuí sī	drooping silk	1
唆使	suō shǐ	instigate	1
忠	zhōng	loyal	1
八十五	bā shí wǔ	eighty-five	1
有门有闩	yǒu mén yǒu shuān	with gates and bars	1
困闭	kùn bì	trapped	1
基伊拉人	jī yī lā rén	people of Keilah	1
哈基拉	hā jī lā	Hachilah	1
查明	chá míng	investigate	1
须细细查看	xū xì xì chá kàn	must carefully examine	1
我与你们同去	wǒ yǔ nǐ men tóng qù	I will go with you	1
若在	ruò zài	if is at	1
我必在	wǒ bì zài	I will certainly be at	1
追拿	zhuī ná	pursue and capture	1
情急	qíng jí	urgent situation	1
奏报	zòu bào	report	1
西拉哈玛希罗结	xī lā hā mǎ xī luó jié	Sela-hammahlekoth	1
野羊磐	yě yáng pán	Wild Goats' Rock	1
大便	dà biàn	relieve oneself	1
轻悄悄	qīng qiāo qiāo	quietly	1
割下来	gē xià lái	cut off	1
悔惧	huǐ jù	remorse and fear	1
俯面	fǔ miàn	faced down	1
进谗言	jìn chán yán	slander	1
罗致	luó zhì	hunt down	1
人若	rén ruò	if someone	1
放他去	fàng tā qù	let him go	1
以善报你	yǐ shàn bào nǐ	repay you with good	1
迦勒族	jiā lè zú	Calebite	1
好日子	hǎo rì zi	good days	1
道喜	dào xǐ	congratulate	1
原路	yuán lù	original path	1
做熟	zuò shú	cooked	1
进言	jìn yán	speak	1
坏人	huài rén	evil man	1
流人	liú rén	shed blood	1
加害于	jiā hài yú	harm to	1
来迎接	lái yíng jiē	come to meet	1
对她	duì tā	to her	1
我听	wǒ tīng	I listen	1
准你	zhǔn nǐ	allow you	1
大醉	dà zuì	very drunk	1
酒醒	jiǔ xǐng	sober up	1
亡魂丧胆	wáng hún sàng dǎn	terrified	1
僵	jiāng	stiff	1
迦琳人	jiā lín rén	Gallimite	1
耶是门前	yē shì mén qián	before the gate of Jeshanah	1
颇远	pō yuǎn	quite far	1
有一日	yǒu yī rì	one day	1
六百人	liù bǎi rén	six hundred people	1
迦特王	Jiā tè wáng	King of Gath	1
玛俄的	Mǎ é de	of Maacah	1
基色人	jī sè rén	Gezrites	1
驼驴	tuó lǘ	camels and donkeys	1
基利波阿	jī lì bō ā	Gilboa	1
祈梦	qí mèng	seek dreams	1
改了	gǎi le	changed	1
仆身	pū shēn	fell prone	1
抟成	tuán chéng	knead into	1
烧熟	shāo shú	bake	1
千	qiān	thousand	1
一二年	yī èr nián	one or two years	1
你本主	nǐ běn zhǔ	your own master	1
早早地	zǎo zǎo de	early	1
哭得	kū de	cry until	1
民都	mín dū	the people	1
忿闷	fèn mèn	indignant	1
不上	bù shàng	not catch up	1
散列	sǎn liè	scattered	1
年轻人	nián qīng rén	young men	1
什物	shí wù	supplies	1
南拉末	nán lā mò	Ramoth of the Negev	1
息末	xī mò	Shemoth	1
拉哈勒	lā hā lè	Lahairoi	1
歌拉珊	gē lā shān	Golan	1
亚挞	yà tà	Ataroth	1
基列亚比	jī liè yà bǐ	Jabesh-gilead	1
垂丝柳树	chuí sī liǔ shù	weeping willow tree	1
撒母耳下	sā mǔ ěr xià	2 Samuel	1
头晕	tóu yūn	dizzy	1
心昏	xīn hūn	confused in heart	1
教给	jiāo gěi	teach to	1
弓歌	gōng gē	Song of the Bow	1
亚沙珥	yà shā ěr	Jashar	1
歌说	gē shuō	song said	1
美士	měi shì	beautiful warrior	1
剖	pōu	cut open	1
活时	huó shí	when alive	1
相悦	xiāng yuè	delighted in each other	1
赤色	chì sè	scarlet	1
穿用	chuān yòng	wear	1
亚书利	yà shū lì	Ashurite	1
揪头	jiū tóu	pull hair	1
希利甲哈素林	xī lì jiǎ hā sù lín	Helkath Hazzurim	1
透出	tòu chū	come out	1
扑倒	pū dǎo	fall down	1
基亚	jī yà	Giah	1
亚玛	yà mǎ	Amma	1
住民	zhù mín	inhabitants	1
毕伦	bì lún	Bithron	1
被杀死的	bèi shā sǐ de	were killed	1
三百六十	sān bǎi liù shí	three hundred sixty	1
基利押	jī lì yā	Chileab	1
基述王	jī shù wáng	king of Geshur	1
爱亚	ài yà	Aiah	1
狗头	gǒu tóu	dog's head	1
我且起身去聚集	wǒ qiě qǐ shēn qù jù jí	I will go and gather	1
王立约	wáng lì yuē	the king to make a covenant	1
王就可以照着心愿	wáng jiù kě yǐ zhào zhe xīn yuàn	the king can then according to his desires	1
大卫送	Dà wèi sòng	David sent	1
押尼珥去	Yā ní ěr qù	Abner away	1
押尼珥就	Yā ní ěr jiù	Abner then	1
平平安安地	píng píng ān ān de	safely and peacefully	1
送他	sòng tā	sent him	1
约押说	Yuē yā shuō	said to Joab	1
尼珥的	Ní ěr de	Ner's	1
王送	wáng sòng	king sent	1
他去	tā qù	he went	1
地去了	de qù le	adverbially went	1
岂知	qǐ zhī	how do you know	1
西拉井	xī lā jǐng	Sirah well	1
机密话	jī mì huà	secret words	1
架拐	jià guǎi	use crutches	1
吃别物	chī bié wù	eat other food	1
愿天主	yuàn tiān zhǔ	may Lord	1
降灾祸	jiàng zāi huò	inflict calamity	1
扫罗的	Sāo luó de	Saul's	1
瘸了腿	qué le tuǐ	became lame	1
睡午觉	shuì wǔ jiào	taking a nap	1
报了仇	bào le chóu	avenged	1
希伯仑水池旁	xī bó lún shuǐ chí páng	beside the pool of Hebron	1
伊施波设的	yī shī bō shè de	of Ish-Bosheth	1
押尼珥的	yā ní ěr de	of Abner	1
以利书亚	yǐ lì shū yà	Elishua	1
梢上	shāo shàng	tip top	1
牵领	qiān lǐng	lead	1
人常	rén cháng	people often	1
居柜	jū guì	dwell in the ark	1
二基路伯	èr jī lù bó	two cherubim	1
间的	jiān de	between	1
拿艮	ná gèn	Nacon	1
过误	guò wù	error	1
毗列斯乌撒	pí liè sī wū sā	Perez-uzzah	1
主因	zhǔ yīn	because	1
便去	biàn qù	then went	1
大卫的	Dà wèi de	David's	1
六步	liù bù	six steps	1
好大	hǎo dà	great	1
显赫	xiǎn hè	illustrious	1
米铁安玛	mǐ tiě ān mǎ	Metheg-ammah (place name)	1
比他和比罗他	bǐ tā hé bǐ luó tā	Betah and Berothai	1
带有	dài yǒu	bring with	1
西赉亚	xī lài yà	Seraiah	1
亚米利的儿子	Yà mǐ lì de ér zǐ	son of Ammiel	1
众奴	zhòng nú	servants	1
两腿	liǎng tuǐ	both legs	1
河那边	hé nà biān	the other side of the river	1
周满	zhōu mǎn	complete a cycle	1
打听	dǎ tīng	inquire	1
接来	jiē lái	bring	1
耶路比设	yē lù bǐ shè	Jerubbaal	1
抛石放箭	pāo shí fàng jiàn	throw stones and shoot arrows	1
彼	bǐ	there	1
小母羔羊	xiǎo mǔ gāo yáng	little ewe lamb	1
得病	dé bìng	fall ill	1
老臣	lǎo chén	old minister	1
悄声	qiǎo shēng	whisper	1
换衣	huàn yī	change clothes	1
耶底底亚	yē dǐ dǐ yà	Jedidiah	1
打粮食铁器下	dǎ liáng shi tiě qì xià	under iron tools for threshing grain	1
铁斧下	tiě fǔ xià	under iron axes	1
一天比一天	yī tiān bǐ yī tiān	day by day	1
我爱	wǒ ài	I love	1
鏊里	ào lǐ	from the pan	1
强辱	qiáng rǔ	forcefully humiliate	1
下嫁	xià jià	married off	1
哭喊	kū hǎn	cry out	1
你哥哥	nǐ gē gē	your brother	1
作声	zuò shēng	make noise	1
孤孤单单	gū gū dān dān	lonely	1
巴力夏琐	bā lì xià suǒ	Baal-hazor	1
孝衣	xiào yī	mourning clothes	1
解劝	jiě quàn	mediate	1
再有	zài yǒu	again have	1
泼	pō	splashed	1
复回	fù huí	return	1
设法	shè fǎ	devise a way	1
我主我王	wǒ zhǔ wǒ wáng	my lord my king	1
民使	mín shǐ	people make	1
将这话	jiāng zhè huà	make this speech	1
脚底	jiǎo dǐ	sole of foot	1
剪下	jiǎn xià	cut off	1
制备	zhì bèi	prepare	1
屡屡	lǚ lǚ	repeatedly	1
差委	chāi wěi	appoint	1
曾许愿	céng xǔ yuàn	once vowed	1
主若使	zhǔ ruò shǐ	Lord if makes	1
密	mì	secretly	1
基罗人	jī luó rén	Gilonite	1
用刀杀尽	yòng dāo shā jìn	slaughtering with a knife completely	1
阖城的人	hé chéng de rén	the people of the entire city	1
伯墨哈	Bó Mò hā	Beth-merhak	1
住下了	zhù xià le	settled down	1
新王	xīn wáng	new king	1
怎好	zěn hǎo	how can it be good	1
逗遛	dòu liú	linger	1
蒙头	méng tóu	cover head	1
哭着	kū zhe	crying	1
备好了	bèi hǎo le	prepared	1
干果子	gān guǒ zi	dried fruit	1
现居	xiàn jū	currently resides	1
撒土	sǎ tǔ	scatter dust	1
再者	zài zhě	furthermore	1
前王	qián wáng	former king	1
昔	xī	formerly	1
野熊	yě xióng	wild bear	1
安宿	ān sù	rest peacefully	1
穴里	xué lǐ	in the cave	1
被杀败	bèi shā bài	defeated and killed	1
罗结	luó jié	Rogel	1
铺上	pū shàng	spread on	1
走后	zǒu hòu	after leaving	1
朔比	shuò bǐ	Shobi	1
罗底巴人	luó dǐ bā rén	Lodebarite	1
罗基琳人	luó jī lín rén	Rogelimite	1
携着	xié zhe	carrying	1
炒豆	chǎo dòu	parched beans	1
督率	dū shuài	lead	1
三军	sān jūn	three armies	1
大橡树	dà xiàng shù	great oak tree	1
密枝	mì zhī	dense branches	1
绕住	rào zhù	entangled	1
半空中	bàn kōng zhōng	midair	1
骑得	qí de	ridden	1
留连	liú lián	linger	1
杆	gǎn	spears	1
大坑	dà kēng	big pit	1
堆上	duī shàng	pile up	1
报与	bào yǔ	report to	1
改日	gǎi rì	another day	1
跑了	pǎo le	ran away	1
无论怎样	wú lùn zěn yàng	no matter what	1
月城	yuè chéng	moon city	1
瞭望的	liào wàng de	lookout's	1
报消息的	bào xiāo xī de	a messenger	1
跑法	pǎo fǎ	running style	1
捷了	jié le	victory	1
不平安	bù píng ān	not peace	1
自惭	zì cán	ashamed	1
妻妾	qī qiè	wives and concubines	1
你今日	nǐ jīn rì	you today	1
你不	nǐ bù	you do not	1
以将帅	yǐ jiāng shuài	regard generals	1
臣仆为念	chén pú wèi niàn	servant thought	1
我今日	wǒ jīn rì	I today	1
我们都	wǒ men dōu	we all	1
你就	nǐ jiù	you then	1
喜悦了	xǐ yuè le	delighted	1
也须	yě xū	also must	1
立你	lì nǐ	appoint you	1
十五个	shí wǔ gè	fifteen	1
摆渡船	bǎi dù chuán	ferry boat	1
修脚	xiū jiǎo	trim feet	1
地亩	dì mǔ	land	1
罗基琳	luó jī lín	Rogelim	1
好丑	hǎo chǒu	good and bad	1
大众民	dà zhòng mín	great multitude of people	1
就将	jiù jiāng	then took	1
限	xiàn	limit	1
衣外	yī wài	outside the garment	1
捡起	jiǎn qǐ	picked up	1
执于	zhí yú	held in	1
你好	nǐ hǎo	hello	1
比利人	bǐ lì rén	Berites	1
亚比拉城	yà bǐ lā chéng	city of Abel	1
忠厚	zhōng hòu	loyal and honest	1
断不是	duàn bù shì	certainly not	1
睚珥人	yá ěr rén	Jairite	1
原由	yuán yóu	reason	1
获福	huò fú	receive blessing	1
亚摩尼	yà mó ní	Armoni	1
搭放	dā fàng	spread	1
基利波	Jī lì bō	Gilboa	1
阿	ā	expressive particle	1
便雅悯的	biàn yǎ mǐn de	Benjamin's	1
坟墓里	fén mù lǐ	grave	1
国中人	guó zhōng rén	the people of the nation	1
以寔	yǐ shí	Ishbibenob	1
铜戈	tóng gē	bronze spear	1
佩着	pèi zhuó	wearing	1
新刀	xīn dāo	new sword	1
撒弗	sā fú	Saph	1
雅雷俄珥金	yǎ léi é ěr jīn	Jaare-oregim	1
身长	shēn cháng	tall	1
拉乏	lā fá	Raphah	1
鼓荡	gǔ dàng	surged	1
天基	tiān jī	foundations of heaven	1
施救恩	shī jiù ēn	bestows salvation	1
日升	rì shēng	sunrise	1
无云	wú yún	cloudless	1
日照	rì zhào	sunshine	1
草卉	cǎo huì	grass and plants	1
革扪人	gé mén rén	Gemonite	1
约设巴设	yuē shè bā shè	Josheb-basshebeth	1
伊斯尼人	yī sī ní rén	Ishnite	1
亚底挪	yà dǐ nuó	Adino	1
八百人	bā bǎi rén	eight hundred men	1
亚合	yà hé	Ahoh	1
骂战	mà zhàn	taunt in battle	1
刀把	dāo bǎ	sword hilt	1
粘连	zhān lián	stuck together	1
扁豆田	biǎn dòu tián	lentil field	1
甲薛人	jiǎ xuē rén	people of Jeshua	1
以利加	yǐ lì jiā	Elika	1
帕勒提人	pà lè tí rén	Paltite	1
米本乃	mǐ běn nǎi	Mebunnai	1
希立	xī lì	Helez	1
便雅悯族	biàn yǎ mǐn zú	tribe of Benjamin	1
迦实谷	jiā shí gǔ	Goshen valley	1
希太	xī tài	Hiddai	1
亚比亚本	yà bǐ yà běn	Abijah	1
巴鲁米人	bā lǔ mǐ rén	Barhumite people	1
押斯玛弗	yā sī mǎ fú	Asmaveth	1
沙本人	shā běn rén	Sha Ben people	1
以利雅哈巴	yǐ lì yǎ hā bā	Eliyahaba	1
雅善	yǎ shàn	Jashan	1
亚哈拜	yà hā bài	Ahabai	1
亚巴人	yà bā rén	Arbite	1
帕莱	pà lái	Paltai	1
洗勒	xǐ lè	Zelek	1
比禄人	bǐ lù rén	Berothite	1
三十七	sān shí qī	thirty-seven	1
迦得谷	jiā dé gǔ	valley of Gad	1
亚罗珥城	yà luó ěr chéng	city of Aroer	1
停合示	tíng hé shì	Tirzah	1
雅安	yǎ ān	Jaan	1
琐珥	suǒ ěr	Zoar	1
希未	xī wèi	Hivite	1
九个月	jiǔ gè yuè	nine months	1
降疫	jiàng yì	sent plague	1
迎出去	yíng chū qù	went out to meet	1
止住了	zhǐ zhù le	ceased	1
列王上	liè wáng shàng	1 Kings	1
自专	zì zhuān	self-willed	1
利以	lì yǐ	Rei	1
隐罗结	yǐn luó jié	En Rogel	1
琐希列	suǒ xī liè	Zoheleth	1
对他说	duì tā shuō	said to him	1
必坐	bì zuò	will sit	1
震地	zhèn dì	shook the ground	1
送他到	sòng tā dào	send him to	1
用膏	yòng gāo	anoint with oil	1
立他作	lì tā zuò	establish him as	1
都从那里	dōu cóng nà lǐ	all from there	1
着回来	zhe huí lái	coming back	1
所听见的	suǒ tīng jiàn de	which you heard	1
握着	wò zhe	holding	1
奋志	fèn zhì	be determined	1
所应许的话行	suǒ yīng xǔ de huà xíng	fulfills the promised words	1
曾向	céng xiàng	formerly said to	1
你的子孙若自己谨慎	nǐ de zǐ sūn ruò zì jǐ jǐn shèn	If your descendants are cautious themselves	1
必接续	bì jiē xù	will continue	1
的国位	de guó wèi	the throne	1
系的	xì de	tied	1
穿的	chuān de	worn	1
万望	wàn wàng	earnestly hope	1
求说	qiú shuō	plead	1
书念女子	shū niàn nǚ zǐ	Shunammite woman	1
送命	sòng mìng	death sentence	1
他的话	tā de huà	his words	1
杀无辜人的罪	shā wú gū rén de zuì	the crime of killing innocent people	1
就不	jiù bù	will not	1
归我	guī wǒ	be attributed to me	1
我的父家	wǒ de fù jiā	my father's house	1
备驴	bèi lǘ	prepare a donkey	1
正心	zhèng xīn	upright heart	1
一房	yī fáng	one room	1
生孩子	shēng hái zi	give birth to a child	1
误压	wù yā	accidentally crushed	1
天要亮的时候	tiān yào liàng de shí hou	when the day is about to dawn	1
我起来	wǒ qǐ lái	I get up	1
要乳哺我的孩子	yào rǔ bǔ wǒ de hái zi	to nurse my child	1
见孩子死了	jiàn hái zi sǐ le	saw the child was dead	1
及至天亮	jí zhì tiān liàng	when it became daylight	1
我细细地一看	wǒ xì xì de yī kàn	I carefully looked	1
不是我所生的孩子	bù shì wǒ suǒ shēng de hái zi	it was not the child I bore	1
急痛	jí tòng	anguish	1
劈	pī	split	1
断案	duàn àn	judge cases	1
示沙	shì shā	Shisha	1
以利何烈	yǐ lì hé liè	Eliehoereph	1
史长	shǐ zhǎng	chief of scribes	1
撒布得	sā bù dé	Zabud	1
首相	shǒu xiàng	prime minister	1
亚希煞	yà xī shà	Ahishar	1
便户珥	biàn hù ěr	Bene-Hur	1
玛迦斯	mǎ jiā sī	Magas	1
沙押宾	shā yā bīn	Shaabin	1
伯哈南	bó hā nán	Bethhanan	1
便底甲	biàn dǐ jiǎ	Bendekar	1
亚鲁泊	yà lǔ pō	Aroer	1
便希悉	biàn xī xī	Ben-Hesed	1
便亚比拿达	biàn yà bǐ ná dá	Ben-Abinadab	1
他法	tā fǎ	Taphath	1
撒拉他拿	sā lā tā ná	Sarethan	1
便基别	biàn jī bié	Ben-geber	1
铜闩	tóng shuān	bronze bars	1
亚希拿达	yà xī ná dá	Ahinadab	1
亚禄	yà lù	Aroer	1
帕路亚	pà lù yà	Pallu	1
基别	jī bié	Gebal	1
粗面	cū miàn	coarse flour	1
牧场的牛	mù chǎng de niú	cattle from the pasture	1
二十只	èr shí zhī	twenty	1
一百只	yī bǎi zhī	one hundred	1
肥禽	féi qín	fat fowl	1
提弗萨	tí fú sà	Tiphsah	1
属国	shǔ guó	vassal states	1
厩	jiù	stable	1
一无缺欠	yī wú quē qiàn	without any lack	1
快走	kuài zǒu	fast-moving	1
宏广的	hóng guǎng de	vast	1
海边的	hǎi biān de	by the sea	1
以斯拉人	yǐ sī lā rén	Ezrahite	1
玛曷	mǎ hé	Mahol	1
达大	dá dà	Darda	1
一千零五	yī qiān líng wǔ	one thousand and five	1
鸟兽	niǎo shòu	birds and beasts	1
虫鱼	chóng yú	insects and fish	1
伐取	fá qǔ	cut and take	1
家用	jiā yòng	household needs	1
三万人	sān wàn rén	thirty thousand people	1
轮流	lún liú	take turns	1
三千三百	sān qiān sān bǎi	three thousand three hundred	1
贵美	guì měi	precious and beautiful	1
四百八十年	sì bǎi bā shí nián	480 years	1
斜棱	xié léng	slanted lattice	1
隔扇	gé shàn	partition	1
前殿	qián diàn	front temple	1
中一层	zhōng yī céng	middle level	1
上一层	shàng yī céng	upper level	1
